file,lat,lon,410pred,410err,410amp,410qual
19950829A.indianridge.CMB.BHT,38.0345497131,-120.386512756,-160.552004829,0.146205527877,0.09538573511029999,0.825
19950829A.indianridge.KEV.BHT,69.7565002441,27.0034999847,-149.011041074,0.133490004257,0.09955613023430002,0.78
19950829A.indianridge.LID.BHT,54.5480995178,13.366399765,-157.584083061,0.14766525102199998,0.143573931208,0.8225
19950829A.indianridge.YKW3.BHT,62.5615997314,-114.609901428,-160.622522366,0.11003933320499999,0.111686977336,0.6
19950923A.peru.LVZ.BHT,67.8979034424,34.6514015198,-161.238068935,0.140996747454,0.07395514310449999,0.775
19950923A.peru.TKM2.BHT,42.9207992554,75.5966033936,-162.491605451,0.155149332583,0.188860960975,0.6475
19951006A.indonesia.BAR.BHT,32.6800003052,-116.67199707,-157.492741745,0.128621773889,0.12200569932800001,0.8775
19951006A.indonesia.DGR.BHT,33.6500015259,-117.009002686,-157.400614807,0.127336842339,0.10550413004300001,0.6925
19951006A.indonesia.SAVY.BHT,37.3888778687,-121.495635986,-152.07023991,0.122955122407,0.127572776171,0.7525
19951012A.pacific.TSK.BHT,36.2108001709,140.109695435,-154.808844407,0.187542865694,0.262110340146,0.72
19951019A.ryukyu.CRZF.BHT,-46.4300003052,51.861000061,-156.251918204,0.181857589609,0.159144496011,0.65
19951108A.sumatera.ISA.BHT,35.6629981995,-118.473297119,-152.405877352,0.19984199936900002,0.0802076274158,0.8075
19951108A.sumatera.PLCA.BHT,-40.7327690125,-70.5508270264,-155.300521436,0.212805651887,0.0998433449281,0.6425
19951124A.kuril.NNA.BHT,-11.9875001907,-76.8422012329,-157.037464473,0.213956458072,0.24659081935,0.75
19951124A.newzealand.KMBO.BHT,-1.12709999084,37.2524986267,-156.265418151,0.243912481426,0.0940733543022,0.81
19951201A.pacific.KURK.BHT,50.7154006958,78.6202011108,-152.109744451,0.0559913786907,0.0929727270654,0.655
19951201A.pacific.LSA.BHT,29.7031002045,91.1269989014,-157.340091844,0.18163147860399997,0.0736160158099,0.7925
19951201A.pacific.LVZ.BHT,67.8979034424,34.6514015198,-150.137411391,0.232491758297,0.149762279228,0.7125
19951201A.pacific.OBN.BHT,55.1146011353,36.567401886,-162.782018234,0.43946178310199996,0.135119752229,0.6925
19951201A.pacific.VOS.BHT,52.7232017517,70.9796981812,-149.800863837,0.10234711194599999,0.0683969463054,0.7225
19951202A.kuril.STC6.BHT,-82.4465713501,-136.089584351,-160.44210915,0.209238165099,0.10365995330399999,0.6225
19951205A.timor.DRLN.BHT,49.2560005188,-57.5041999817,-156.83614851299998,0.0888443480892,0.116767897837,0.855
19951210A.kuril.VABB.BHT,-23.002199173,-46.965801239,-162.919309929,0.17411525800799998,0.099612048635,0.81
19951211A.mexico.BGCA.BHT,5.17636013031,18.4242191315,-155.68420675,0.186953248026,0.145815751038,0.625
19951211A.mexico.CHTO.BHT,18.8141002655,98.9442977905,-161.953646245,0.0916377658725,0.112659701557,0.8725
19951211A.mexico.CTAO.BHT,-20.0881996155,146.254501343,-154.910508728,0.134626522016,0.199824288813,0.9025
